KOI,A,DEC,RSTAR,TSTAR,KMAG,TPLANET,T0,UT0,PER,RA,UPER,RPLANET,MSTAR,ROW
751.01,0.055,47.9467,0.83,5174,15.861,889.0,104.74103,0.00277,4.9967769,19.85388,4.56e-05,2.56,0.96,738
752.01,0.087,48.1417,1.03,5584,15.347,846.0,103.53611,0.00301,9.4881017,19.46228,8.43e-05,2.59,1.06,739
752.02,0.279,48.1417,1.03,5584,15.347,472.0,95.51787,0.00583,54.4175871,19.46228,0.0009348,3.2,1.06,740
753.01,0.14,48.1341,0.83,5648,15.436,606.0,108.84996,0.00031,19.8991475,19.80032,2.11e-05,8.43,0.98,741
755.01,0.037,48.2262,1.03,5781,15.509,1345.0,104.5919,0.00145,2.5256118,19.25033,1.32e-05,2.89,1.08,742
756.01,0.098,48.2247,0.92,5787,15.714,784.0,104.20093,0.00242,11.0943295,19.75241,8.05e-05,4.06,1.07,743
756.02,0.051,48.2247,0.92,5787,15.714,1087.0,105.98008,0.00284,4.134403,19.75241,3.89e-05,2.78,1.07,744
756.03,0.037,48.2247,0.92,5787,15.714,1276.0,112.56108,0.00661,2.5665747,19.75241,6.49e-05,1.53,1.07,745
757.01,0.115,48.3758,0.69,4956,15.841,535.0,106.62195,0.00072,16.0686182,19.1333,3.76e-05,4.73,0.87,746
757.02,0.215,48.3758,0.69,4956,15.841,392.0,98.0349,0.00303,41.1927359,19.1333,0.0003821,3.21,0.87,747
757.03,0.061,48.3758,0.69,4956,15.841,735.0,104.29952,0.00211,6.2529484,19.1333,4.55e-05,2.09,0.87,748
758.01,0.116,48.4786,0.82,4869,15.39,573.0,109.3641,0.00278,16.0128514,19.80171,0.0001319,3.15,0.96,749
759.01,0.187,48.5059,0.78,5401,15.082,487.0,127.14418,0.00232,32.6241202,19.0479,0.0002385,3.92,1.0,750
760.01,0.058,48.7276,0.96,5887,15.263,1059.0,105.25693,0.00012,4.9593347,19.4778,1.9e-06,10.93,1.05,751
762.01,0.053,48.7916,0.89,5779,15.395,1045.0,104.34436,0.00374,4.4988398,19.89712,5.78e-05,2.28,1.05,752
763.01,0.141,48.9338,1.06,5788,15.536,699.0,112.40091,0.00034,19.6512208,19.40626,1.89e-05,12.36,1.09,753
764.01,0.226,49.0173,1.02,5263,15.4,494.0,141.93183,0.00215,41.4395416,19.70367,0.000261,5.44,1.02,754
765.01,0.075,49.2774,0.72,5345,15.317,731.0,104.6322,0.00188,8.3539166,19.03328,5.16e-05,2.43,0.95,755
766.01,0.052,49.254,1.03,5913,15.506,1161.0,102.74927,0.00098,4.1255728,19.46241,1.24e-05,4.18,1.09,756
767.01,0.038,49.2253,0.95,5431,15.052,1200.0,103.96691,5e-05,2.8165052,19.80103,5e-07,12.18,1.03,757
769.01,0.05,49.3141,0.8,5461,15.356,964.0,104.89464,0.00182,4.2809693,19.61772,2.47e-05,2.27,0.99,758
771.01,9.514,49.3165,1.03,5517,15.207,84.0,142.0424,0.0035,-616880.0,19.77991,133.0,13.39,1.06,759
772.01,0.309,49.4795,1.04,5885,15.25,476.0,106.83451,0.00268,61.2571419,18.91506,0.0006383,12.74,1.09,760
773.01,0.224,49.4809,0.91,5667,15.172,503.0,105.81661,0.00466,38.3778361,19.44813,0.0005155,2.3,1.03,761
774.01,0.073,49.7337,0.95,5873,15.27,933.0,102.97062,7e-05,7.4426623,19.26579,1.6e-06,14.71,1.08,762
775.01,0.103,49.9757,0.52,4075,15.095,405.0,105.72549,0.00271,16.3850024,19.11587,0.0001442,1.84,0.55,763
775.02,0.063,49.9757,0.52,4075,15.095,517.0,109.37692,0.00147,7.8773564,19.11587,3.81e-05,2.1,0.55,764
775.03,0.176,49.9757,0.52,4075,15.095,310.0,84.59631,0.00443,36.4459073,19.11587,0.0004933,1.86,0.55,765
776.01,0.045,50.0541,0.76,5309,15.523,960.0,104.79256,0.00027,3.7287325,19.38572,3.2e-06,5.29,0.91,766
777.01,0.206,50.0802,0.72,5256,15.487,433.0,106.56432,0.00101,40.4194323,19.62112,0.0001195,6.65,0.99,767
778.01,0.028,50.1498,0.54,4082,15.135,790.0,103.67849,0.0012,2.2433803,19.01175,1.22e-05,1.59,0.55,768
779.01,0.086,50.241,0.83,5527,15.562,760.0,110.19808,0.00025,10.4059559,19.28237,7.1e-06,9.98,1.05,769
780.01,0.031,50.2304,0.67,4833,15.334,989.0,104.75968,0.00098,2.3374517,19.58889,8.4e-06,2.19,0.82,770
781.01,0.083,50.2872,0.54,3833,15.937,430.0,113.39484,0.00089,11.5981919,19.74813,3.07e-05,3.11,0.57,771
782.01,0.066,50.3216,0.95,5733,15.312,959.0,106.63286,0.00068,6.5753244,19.33987,1.33e-05,4.98,1.08,772
783.01,0.072,50.4946,0.83,5284,15.08,792.0,102.99458,0.00068,7.2750257,19.69702,1.44e-05,4.75,0.93,773
784.01,0.118,50.5319,0.55,4112,15.385,392.0,119.77497,0.00285,19.2714696,19.59822,0.0001611,1.92,0.58,774
784.02,0.076,50.5319,0.55,4112,15.385,488.0,69.28909,0.00247,10.0651861,19.59822,6.74e-05,1.96,0.58,775
785.01,0.097,50.5678,0.7,5380,15.505,638.0,111.74925,0.00349,12.3934254,19.73476,0.0001259,2.39,0.96,776
786.01,0.046,50.6182,0.87,5638,15.242,1079.0,103.3633,0.00262,3.689938,19.44149,3.15e-05,1.83,1.01,777
787.01,0.053,51.1217,0.91,5615,15.367,1026.0,104.01695,0.00164,4.4311847,19.72108,2.26e-05,2.88,1.05,778
787.02,0.099,51.1217,0.91,5615,15.367,751.0,66.85109,0.00278,11.3793437,19.72108,8.28e-05,3.5,1.05,779
788.01,0.162,51.2503,0.73,4950,15.234,462.0,109.05273,0.00248,26.3945214,19.29331,0.000199,3.11,0.88,780
790.01,0.076,51.3195,0.72,5176,15.339,703.0,107.16324,0.00228,8.4723407,19.75777,5.89e-05,2.26,0.82,781
791.01,0.105,51.7374,0.88,5564,15.14,712.0,113.8918,0.0005,12.6119041,19.27415,1.81e-05,7.1,1.03,782
794.01,0.036,37.9057,0.93,5744,15.026,1288.0,102.67477,0.00223,2.5391695,19.42933,2.01e-05,2.12,1.07,783
795.01,0.063,38.2736,0.63,5455,15.591,758.0,103.57741,0.00153,6.7702775,19.39137,3.1e-05,2.55,0.95,784
797.01,0.086,38.2417,0.81,5725,15.657,776.0,110.14124,0.00072,10.1815816,19.4188,2.06e-05,7.73,1.05,785
799.01,0.026,38.3103,0.93,5491,15.279,1452.0,102.81903,0.00065,1.6266374,19.62455,4.8e-06,6.07,1.04,786
800.01,0.039,38.4947,1.0,5938,15.541,1329.0,103.03654,0.00157,2.7114825,19.44357,1.48e-05,3.27,1.07,787
800.02,0.075,38.4947,1.0,5938,15.541,958.0,105.817,0.00285,7.2120305,19.44357,6e-05,3.39,1.07,788
801.01,0.027,38.4229,1.02,5472,15.001,1485.0,103.82569,9e-05,1.6255234,19.59146,6e-07,8.98,1.04,789
802.01,0.133,38.5636,0.71,5556,15.562,568.0,114.88121,0.0002,19.6203416,19.58775,1.17e-05,10.46,0.92,790
804.01,0.078,38.7282,0.79,5136,15.387,721.0,110.20394,0.00212,9.0293047,19.35558,5.56e-05,2.54,0.95,791
805.01,0.088,38.8865,0.97,5415,15.646,793.0,107.58109,0.00029,10.3280186,19.17978,8.3e-06,12.85,1.04,792
806.01,0.53,38.9473,0.94,5461,15.403,321.0,87.21795,0.00121,143.2129485,19.01891,0.0006652,9.52,0.97,793
806.02,0.298,38.9473,0.94,5461,15.403,428.0,176.90637,0.00043,60.3229311,19.01891,8.73e-05,13.24,0.97,794
806.03,0.184,38.9473,0.94,5461,15.403,544.0,83.70007,0.01047,29.1639201,19.01891,0.0008472,2.11,0.97,795
809.01,0.025,39.0275,0.87,5690,15.53,1478.0,103.6477,7e-05,1.5947447,19.01425,4e-07,10.95,1.06,796
810.01,0.053,39.0607,0.79,4997,15.119,851.0,103.50797,0.00124,4.7830002,19.1396,1.85e-05,2.74,0.91,797
811.01,0.132,39.1533,0.72,4764,15.398,491.0,114.43324,0.00152,20.5059352,19.2877,9.19e-05,3.81,0.88,798
812.01,0.037,39.2783,0.56,4097,15.954,701.0,104.97794,0.00109,3.3402194,19.07194,1.21e-05,2.19,0.59,799
812.02,0.121,39.2783,0.56,4097,15.954,388.0,80.45988,0.00384,20.0605718,19.07194,0.0002066,2.11,0.59,800
812.03,0.212,39.2783,0.56,4097,15.954,293.0,98.24474,0.00743,46.1828814,19.07194,0.0009125,2.02,0.59,801
812.04,0.065,39.2783,0.56,4097,15.954,529.0,69.55348,0.00598,7.8249635,19.07194,0.0001289,1.29,0.59,802
813.01,0.045,39.3084,0.72,5357,15.725,946.0,103.52709,0.00021,3.8959309,19.64368,2.7e-06,6.82,0.95,803
814.01,0.143,39.5217,0.68,5236,15.583,504.0,108.45375,0.00467,22.366576,19.64737,0.000305,2.45,0.89,804
815.01,0.196,39.6248,0.85,5344,15.684,491.0,105.63193,0.00126,34.8440858,19.06133,0.0001318,32.63,1.0,805
816.01,0.079,39.7714,1.0,5699,15.67,896.0,107.9971,0.00111,7.7480826,19.63266,2.52e-05,4.77,1.06,806
817.01,0.134,39.8981,0.53,3905,15.414,344.0,119.21808,0.00406,23.9681213,18.92443,0.0002895,1.77,0.56,807
817.02,0.066,39.8981,0.53,3905,15.414,490.0,68.79242,0.00275,8.2956096,18.92443,6.12e-05,1.99,0.56,808
818.01,0.065,40.0334,0.53,3785,15.877,478.0,109.33907,0.00155,8.1143678,19.25413,3.69e-05,2.39,0.58,809
821.01,0.149,40.1537,0.98,5408,15.54,611.0,107.00734,0.00368,21.8129291,19.65179,0.0002279,3.67,1.03,810
822.01,0.072,40.218,0.74,5458,15.805,770.0,105.18011,0.00025,7.9193704,18.90256,5.6e-06,9.79,1.0,811
823.01,0.019,40.2954,0.96,5976,15.202,1873.0,103.23174,0.00051,1.028414,19.7338,4e-06,7.89,1.1,812
824.01,0.11,40.3582,0.75,4829,16.422,556.0,106.60708,0.00072,15.3758706,18.88357,2.6e-05,9.97,0.9,813
825.01,0.07,40.4218,0.68,4735,15.289,652.0,109.94977,0.00278,8.1036127,18.88143,6.58e-05,2.3,0.7,814
825.02,0.049,40.4218,0.68,4735,15.289,779.0,67.97032,0.00484,4.7149737,18.88143,6.55e-05,1.59,0.7,815
826.01,0.065,40.4205,0.81,5557,15.09,867.0,104.13512,0.00148,6.365815,19.40997,2.86e-05,2.44,0.97,816
827.01,0.065,40.4179,0.94,5837,15.546,978.0,107.77589,0.00197,5.9758073,19.61493,3.63e-05,3.3,1.06,817
829.01,0.137,40.5625,0.89,5858,15.386,658.0,107.77608,0.00289,18.6489516,19.36412,0.000155,2.89,1.06,818
829.02,0.089,40.5625,0.89,5858,15.386,816.0,71.78461,0.00479,9.7519279,19.36412,0.0001284,1.92,1.06,819
829.03,0.222,40.5625,0.89,5858,15.386,517.0,96.84816,0.0038,38.5583056,19.36412,0.0004101,3.17,1.06,820
830.01,0.043,40.5774,0.73,4915,15.224,896.0,103.04727,5e-05,3.5256325,19.37212,5e-07,10.65,0.8,821
833.01,0.047,40.5055,0.81,5781,15.446,1057.0,106.27469,0.00062,3.9514177,19.70029,7.9e-06,36.9,1.04,822
834.01,0.162,40.6378,0.91,5614,15.084,588.0,104.37561,0.00123,23.653701,19.19314,8.42e-05,5.33,1.03,823
834.02,0.11,40.6378,0.91,5614,15.084,713.0,73.32578,0.00453,13.2334542,19.19314,0.0001583,1.98,1.03,824
834.03,0.066,40.6378,0.91,5614,15.084,921.0,67.82229,0.00553,6.1555397,19.19314,9.48e-05,1.61,1.03,825
834.04,0.032,40.6378,0.91,5614,15.084,1322.0,67.17603,0.00622,2.0907901,19.19314,4.52e-05,1.03,1.03,826
835.01,0.092,40.6634,0.66,4817,15.208,570.0,113.93629,0.00199,11.7630572,19.61348,7.31e-05,2.25,0.74,827
835.02,0.26,40.6634,0.66,4817,15.208,339.0,65.29011,0.00556,56.2279402,19.61348,0.0008722,2.27,0.74,828
837.01,0.072,40.7503,0.7,4817,15.66,664.0,107.66098,0.00273,7.9535576,19.41058,6.47e-05,2.11,0.8,829
837.02,0.047,40.7503,0.7,4817,15.66,822.0,68.92626,0.00407,4.1445384,19.41058,4.95e-05,1.35,0.8,830
838.01,0.056,40.7598,0.92,5794,15.311,1036.0,106.01083,0.00026,4.8593843,19.48096,3.8e-06,12.34,1.07,831
840.01,0.038,40.8224,0.77,4916,15.028,976.0,102.94833,0.0001,3.0403293,19.95441,1.1e-06,8.1,0.94,832
841.01,0.121,41.0859,0.92,5399,15.855,656.0,107.00692,0.00121,15.3348883,19.48245,5.36e-05,5.44,0.94,833
841.02,0.194,41.0859,0.92,5399,15.855,518.0,86.42254,0.00118,31.3314005,19.48245,0.0001,7.05,0.94,834
842.01,0.092,41.0609,0.61,4497,15.389,511.0,108.35405,0.002,12.7180698,19.52754,7.53e-05,2.04,0.76,835
842.02,0.184,41.0609,0.61,4497,15.389,361.0,131.58194,0.00253,36.0659493,19.52754,0.0002705,2.46,0.76,836
843.01,0.052,41.1376,1.09,5784,15.27,1171.0,104.44155,0.00043,4.1904091,19.56644,5.7e-06,6.24,1.08,837
844.01,0.046,41.3465,0.81,5381,15.581,995.0,104.9856,0.00085,3.7098842,18.92429,1.01e-05,3.67,0.94,838
845.01,0.123,41.3018,0.98,5646,15.447,704.0,110.29074,0.00236,16.3298571,19.234,0.0001109,3.52,1.06,839
846.01,0.168,41.3961,0.76,5612,15.482,526.0,119.71296,0.00018,27.8075426,19.79255,1.43e-05,13.57,1.03,840
847.01,0.328,41.5658,0.74,5469,15.201,362.0,136.89681,0.00191,80.8715876,19.14362,0.0004547,4.65,1.01,841
849.01,0.089,41.6333,0.9,5303,15.018,745.0,103.93224,0.00229,10.3554595,19.26628,7.16e-05,2.43,1.0,842
850.01,0.087,41.6618,0.8,5236,15.305,700.0,109.52178,0.00019,10.5262937,19.59187,6e-06,8.31,0.97,843
851.01,0.052,41.7427,0.88,5570,15.287,1009.0,102.97343,0.00042,4.5835184,19.94579,6e-06,5.42,1.03,844
852.01,0.046,41.8371,0.98,5448,15.257,1108.0,104.90238,0.0027,3.7618485,18.88776,3.27e-05,2.29,1.03,845
853.01,0.073,41.8084,0.78,4842,15.376,697.0,102.69319,0.00173,8.2039041,19.10438,4.01e-05,2.38,0.89,846
853.02,0.107,41.8084,0.78,4842,15.376,576.0,76.4106,0.00486,14.4967183,19.10438,0.0001826,1.78,0.89,847
854.01,0.235,41.8121,0.52,3743,15.849,247.0,134.16311,0.00436,56.056284,19.30057,0.0008529,2.26,0.43,848
855.01,0.21,41.9441,0.72,5316,15.196,435.0,128.78681,0.00017,41.4083001,19.45069,2.17e-05,10.76,0.97,849
856.01,0.228,41.9692,0.89,5858,15.344,512.0,105.85439,0.00039,39.748877,19.54529,4.85e-05,13.66,1.06,850
857.01,0.06,42.034,0.79,5033,15.086,804.0,107.87848,0.00135,5.7154298,19.00737,2.37e-05,2.27,0.89,851
857.02,0.139,42.034,0.79,5033,15.086,528.0,79.91075,0.00372,20.025907,19.00737,0.0001974,2.69,0.89,852
858.01,0.105,42.0092,0.89,5440,15.06,699.0,106.98708,0.00064,13.6101409,19.32652,2.47e-05,11.7,1.03,853
861.01,0.031,42.1165,0.72,5066,15.001,1078.0,103.81683,0.00242,2.237492,19.33384,1.92e-05,1.77,0.91,854
863.01,0.042,42.2125,0.88,5651,15.533,1144.0,105.14841,0.00186,3.1678756,19.58776,2e-05,2.65,1.04,855
864.01,0.049,42.3014,0.76,5337,15.604,927.0,106.57414,0.00132,4.3118021,19.14951,1.77e-05,2.51,0.93,856
864.02,0.137,42.3014,0.76,5337,15.604,554.0,121.08739,0.00379,20.0504267,19.14951,0.0002245,2.23,0.93,857
864.03,0.085,42.3014,0.76,5337,15.604,704.0,119.57984,0.00298,9.7673159,19.14951,8.94e-05,2.41,0.93,858
865.01,0.464,42.3682,0.84,5560,15.085,329.0,155.23593,0.001,119.0208831,19.43892,0.0004291,6.65,1.0,859
867.01,0.116,42.3803,0.81,5059,15.219,590.0,113.27819,0.00145,16.0853507,19.47368,7.14e-05,3.34,0.94,860
868.01,0.593,42.3072,0.48,4118,15.172,163.0,141.4281,0.00056,235.9742449,19.53386,0.0004494,7.9,0.61,861
869.01,0.07,42.4363,0.82,5085,15.599,768.0,107.94993,0.00172,7.4901877,19.4426,3.92e-05,2.73,0.8,862
869.02,0.199,42.4363,0.82,5085,15.599,455.0,134.26547,0.0031,36.2801075,19.4426,0.0003391,3.2,0.8,863
869.03,0.122,42.4363,0.82,5085,15.599,582.0,70.26691,0.00359,17.4606737,19.4426,0.0001693,2.66,0.8,864
869.04,0.04,42.4363,0.82,5085,15.599,1016.0,66.00347,0.0027,3.2197925,19.4426,2.74e-05,1.75,0.8,865
870.01,0.058,42.4294,0.74,4590,15.036,725.0,105.18485,0.00129,5.9122617,19.4758,2.29e-05,2.52,0.89,866
870.02,0.077,42.4294,0.74,4590,15.036,629.0,108.68615,0.00179,8.9856998,19.4758,4.79e-05,2.35,0.89,867
871.01,0.102,42.5071,0.75,5650,15.215,674.0,112.42215,7e-05,12.9406716,19.40798,2.6e-06,16.47,0.93,868
872.01,0.189,42.6042,0.75,5127,15.262,451.0,119.67604,0.00053,33.6017891,19.28458,5.55e-05,7.04,0.8,869
872.02,0.065,42.6042,0.75,5127,15.262,769.0,71.06024,0.0045,6.7665793,19.28458,8.62e-05,1.46,0.8,870
873.01,0.048,42.6961,0.69,5470,15.024,916.0,105.22947,0.00204,4.3473256,19.46428,2.86e-05,1.58,0.96,871
874.01,0.051,42.6634,0.79,5037,15.024,876.0,102.97833,0.00131,4.6018364,19.76556,1.91e-05,2.26,0.86,872
874.02,0.093,42.6634,0.79,5037,15.024,649.0,70.18338,0.0053,11.1871443,19.76556,0.000157,1.52,0.86,873
875.01,0.041,42.6261,0.47,4198,15.692,624.0,103.62188,0.00063,4.220959,19.7796,8.5e-06,2.3,0.54,874
876.01,0.069,42.8324,0.78,5417,15.877,803.0,104.89859,0.00014,6.9980904,19.19227,2.8e-06,12.25,0.93,875
877.01,0.056,42.825,0.59,4500,15.019,646.0,103.95681,0.00144,5.9548806,19.5758,2.53e-05,2.42,0.62,876
877.02,0.089,42.825,0.59,4500,15.019,513.0,114.22243,0.00229,12.0399699,19.5758,8.34e-05,2.37,0.62,877
878.01,0.145,42.8399,0.7,4749,15.316,460.0,106.81976,0.00329,23.5890554,19.83067,0.000232,2.97,0.94,878
880.01,0.169,42.9661,0.91,5512,15.158,564.0,127.13141,0.00163,26.442877,19.52489,0.0001297,4.0,1.03,879
880.02,0.264,42.9661,0.91,5512,15.158,451.0,107.12153,0.00125,51.5300459,19.52489,0.0001812,5.35,1.03,880
880.03,0.062,42.9661,0.91,5512,15.158,930.0,69.78438,0.00213,5.902209,19.52489,3.57e-05,2.34,1.03,881
880.04,0.034,42.9661,0.91,5512,15.158,1256.0,68.0785,0.00302,2.3829613,19.52489,2.44e-05,1.42,1.03,882
881.01,0.139,42.9353,0.72,5053,15.859,506.0,140.67689,0.0022,21.0223636,19.66065,0.0001451,3.28,0.86,883
881.02,0.68,42.9353,0.72,5053,15.859,229.0,140.35888,0.00567,226.889727,19.66065,0.0053128,4.37,0.86,884
882.01,0.026,42.9431,0.55,5081,15.533,1031.0,103.69388,0.0001,1.9568102,19.72236,8e-07,12.17,0.93,885
883.01,0.033,42.9679,0.58,4674,15.766,864.0,103.10143,5e-05,2.6888981,19.77887,4e-07,9.94,0.73,886
884.01,0.082,43.0393,0.74,4931,15.067,654.0,110.18518,0.00052,9.4394513,19.24283,1.45e-05,4.13,0.81,887
884.02,0.138,43.0393,0.74,4931,15.067,504.0,111.67617,0.00084,20.4765357,19.24283,5.09e-05,4.23,0.81,888
884.03,0.041,43.0393,0.74,4931,15.067,925.0,68.30874,0.00191,3.3362048,19.24283,1.96e-05,1.59,0.81,889
886.01,0.063,43.0563,0.5,3705,15.847,461.0,103.20573,0.00294,8.0109435,19.6516,6.95e-05,2.1,0.51,890
886.02,0.083,43.0563,0.5,3705,15.847,402.0,76.44842,0.00906,12.0717248,19.6516,0.0002934,1.23,0.51,891
886.03,0.119,43.0563,0.5,3705,15.847,336.0,85.32592,0.00973,20.9954007,19.6516,0.000578,1.74,0.51,892
887.01,0.074,43.0298,0.89,5601,15.031,855.0,108.34593,0.00197,7.4111381,19.7101,4.32e-05,2.47,1.04,893
889.01,0.078,36.5774,0.84,5101,15.264,738.0,102.99111,0.00015,8.8849176,19.40917,4.1e-06,10.22,0.96,894
890.01,0.082,43.2727,1.01,5976,15.261,924.0,109.62339,0.00031,8.0988814,18.84663,7.3e-06,8.27,1.07,895
891.01,0.092,43.3794,0.95,5851,15.063,832.0,109.96595,0.00231,10.0065633,18.90872,6.72e-05,3.14,1.06,896
892.01,0.086,43.3639,0.72,5010,15.193,638.0,105.61634,0.00162,10.3717206,19.35955,4.85e-05,2.48,0.91,897
893.01,0.051,43.3464,0.91,5729,15.662,1067.0,105.17921,0.00354,4.4084678,19.53104,4.57e-05,2.12,1.07,898
895.01,0.05,43.4554,0.93,5436,15.403,1034.0,104.89337,0.00018,4.4094114,19.76068,2.4e-06,10.51,1.04,899
896.01,0.122,43.5814,0.87,5190,15.258,613.0,108.56904,0.00119,16.2395202,19.53743,5.61e-05,4.52,0.94,900
896.02,0.065,43.5814,0.87,5190,15.258,839.0,107.04629,0.00134,6.3082067,19.53743,2.53e-05,3.22,0.94,901
897.01,0.032,43.5036,1.03,5734,15.257,1436.0,102.88986,7e-05,2.0523497,19.97079,5e-07,12.41,1.07,902
898.01,0.078,43.6656,0.61,4648,15.777,572.0,108.71031,0.00163,9.770513,18.8155,4.72e-05,2.83,0.57,903
898.02,0.051,43.6656,0.61,4648,15.777,708.0,105.62954,0.00184,5.1698204,18.8155,2.89e-05,2.18,0.57,904
898.03,0.126,43.6656,0.61,4648,15.777,450.0,80.98384,0.00373,20.0897565,18.8155,0.0002069,2.36,0.57,905
899.01,0.059,43.6585,0.52,3653,15.234,476.0,107.32337,0.0017,7.1137256,19.799,3.59e-05,1.64,0.43,906
899.02,0.035,43.6585,0.52,3653,15.234,618.0,67.36988,0.00189,3.3065615,19.799,1.95e-05,1.25,0.43,907
899.03,0.098,43.6585,0.52,3653,15.234,369.0,80.39153,0.00288,15.3682903,19.799,0.000125,1.61,0.43,908
900.01,0.111,43.7031,1.11,5692,15.425,795.0,105.34168,0.00236,13.8099396,18.79737,9.05e-05,4.6,1.09,909
901.01,0.088,43.8763,0.53,4213,15.75,456.0,109.93845,0.00038,12.7326198,19.01117,1.46e-05,4.78,0.58,910
902.01,0.308,43.898,0.52,4312,15.754,248.0,169.80767,0.00091,83.9108932,19.19016,0.0002603,4.74,0.64,911
903.01,0.054,43.8845,0.75,5620,15.813,925.0,106.43343,0.00029,5.007312,19.70241,4.5e-06,6.28,0.99,912
904.01,0.028,44.0265,0.58,4362,15.791,876.0,103.14939,0.0014,2.2111207,19.01122,1.19e-05,1.65,0.61,913
904.02,0.153,44.0265,0.58,4362,15.791,375.0,111.79598,0.00312,27.9481448,19.01122,0.0002437,2.43,0.61,914
904.03,0.202,44.0265,0.58,4362,15.791,326.0,71.99284,0.00447,42.1516412,19.01122,0.0005269,2.21,0.61,915
904.04,0.046,44.0265,0.58,4362,15.791,684.0,68.04531,0.00309,4.6175266,19.01122,4.24e-05,1.46,0.61,916
904.05,0.078,44.0265,0.58,4362,15.791,525.0,70.91412,0.00416,10.1986199,19.01122,0.00011,1.7,0.61,917
905.01,0.06,44.0361,0.76,5668,15.289,890.0,105.6976,0.0009,5.7950603,19.76717,1.51e-05,4.09,0.94,918
906.01,0.068,44.142,0.78,5017,15.46,751.0,107.13433,0.00222,7.1568155,19.30632,4.77e-05,2.36,0.8,919
906.02,0.123,44.142,0.78,5017,15.46,559.0,66.54643,0.00409,17.6482171,19.30632,0.000193,2.6,0.8,920
906.03,0.047,44.142,0.78,5017,15.46,904.0,66.41015,0.00896,4.1478735,19.30632,0.0001123,1.02,0.8,921
907.01,0.123,44.1059,1.09,5634,15.223,740.0,109.11791,0.0026,16.5139523,19.77108,0.0001198,3.64,0.91,922
907.02,0.184,44.1059,1.09,5634,15.223,605.0,123.38639,0.00346,30.1325436,19.77108,0.0003055,3.82,0.91,923
907.03,0.054,44.1059,1.09,5634,15.223,1117.0,69.3118,0.00632,4.7908729,19.77108,8.52e-05,1.66,0.91,924
907.04,0.409,44.1059,1.09,5634,15.223,406.0,131.70005,0.00744,99.6367881,19.77108,0.0019523,4.08,0.91,925
908.01,0.054,44.1709,1.29,5391,15.113,1161.0,104.44572,0.00016,4.708327,19.90904,2.4e-06,11.26,1.07,926
910.01,0.057,44.4805,0.75,5017,15.651,804.0,104.72423,0.00138,5.392066,18.96203,2.27e-05,2.88,0.84,927
911.01,0.05,44.5565,0.91,5820,15.399,1092.0,104.00697,0.00223,4.0936027,19.35089,2.93e-05,2.36,1.02,928
912.01,0.077,44.546,0.5,4214,15.058,472.0,104.80356,0.00104,10.8485074,19.70529,3.14e-05,1.97,0.52,929
912.02,0.056,44.546,0.5,4214,15.058,553.0,70.43381,0.00306,6.6683915,19.70529,5.6e-05,1.08,0.52,930
913.01,0.047,44.6581,0.75,5463,15.198,965.0,102.6367,6e-05,4.0822769,18.9887,8e-07,9.96,0.97,931
914.01,0.045,44.6075,0.68,5479,15.371,942.0,102.74123,0.00261,3.8866086,19.24844,3.19e-05,1.59,0.92,932
916.01,0.043,44.7928,0.94,5401,15.142,1113.0,104.312,0.00061,3.3149523,19.56366,6.7e-06,4.23,1.01,933
917.01,0.064,44.7063,0.86,5681,15.172,920.0,106.35535,0.00209,6.7197464,20.06997,4.07e-05,2.52,1.06,934
918.01,0.216,44.8116,0.85,5321,15.011,465.0,139.59675,0.00027,39.643231,18.93183,3.38e-05,10.29,0.99,935
920.01,0.14,44.8873,0.66,5330,15.067,512.0,123.49692,0.0023,21.8044107,19.44782,0.0001397,2.4,0.91,936
921.01,0.088,44.8581,0.75,5046,15.532,651.0,108.33977,0.00219,10.2819251,19.45613,6.76e-05,2.66,0.89,937
921.02,0.128,44.8581,0.75,5046,15.532,540.0,115.61714,0.00242,18.1197822,19.45613,0.0001304,3.09,0.89,938
921.03,0.045,44.8581,0.75,5046,15.532,911.0,66.27581,0.00334,3.7840636,19.45613,3.84e-05,1.76,0.89,939
922.01,0.054,45.0344,0.84,5253,15.365,912.0,104.64138,0.00196,5.1544414,19.65646,3.08e-05,2.13,0.99,940
923.01,0.062,45.1155,0.85,5669,15.543,926.0,107.8975,0.00151,5.7434909,19.40616,2.66e-05,3.0,1.04,941
924.01,0.231,45.2444,0.95,5951,15.229,533.0,106.31142,0.00349,39.4758494,19.41387,0.0004343,3.62,1.08,942
926.01,0.043,45.4143,0.93,5741,15.603,1180.0,103.96571,0.00095,3.1663528,19.09067,9.7e-06,3.58,1.05,943
928.01,0.035,45.5991,0.85,5565,15.251,1212.0,103.85571,0.00225,2.4941545,18.98396,1.88e-05,2.56,1.01,944
929.01,0.07,45.5789,1.04,5820,15.649,990.0,107.6333,0.00032,6.4916717,19.03699,5.7e-06,8.88,1.08,945
931.01,0.049,45.5686,0.97,5714,15.272,1121.0,103.67825,9e-05,3.8556024,19.75954,1.1e-06,12.05,1.01,946
934.01,0.063,45.8165,0.86,5733,15.843,937.0,106.01014,0.00136,5.826659,19.21098,2.4e-05,3.74,1.03,947
934.02,0.104,45.8165,0.86,5733,15.843,729.0,75.5442,0.0058,12.412108,19.21098,0.0001936,2.38,1.03,948
934.03,0.137,45.8165,0.86,5733,15.843,635.0,80.12747,0.00598,18.746556,19.21098,0.0003048,2.73,1.03,949
