KOI,A,DEC,RSTAR,TSTAR,KMAG,TPLANET,T0,UT0,PER,RA,UPER,RPLANET,MSTAR,ROW
346.01,0.1,48.6064,0.77,5107,13.524,624.0,103.78471,0.00109,12.9249089,19.91073,4.51e-05,2.4,0.96,313
348.01,0.168,48.8251,0.79,4667,13.933,446.0,120.3639,0.0008,28.5110964,19.57905,6.85e-05,3.53,0.96,314
349.01,0.118,49.2617,1.18,5652,13.586,788.0,103.45508,0.00136,14.3867865,19.12351,6.31e-05,2.85,1.08,315
350.01,0.108,49.2645,1.07,5775,13.387,801.0,110.2206,0.00185,12.991603,19.19076,7.84e-05,2.36,1.09,316
351.01,0.969,49.3052,1.02,6103,13.804,276.0,73.47735,0.00078,331.6426185,18.96223,0.001087,9.32,1.09,317
351.02,0.716,49.3052,1.02,6103,13.804,321.0,80.0552,0.00131,210.5914344,18.96223,0.0009309,6.62,1.09,318
351.03,0.309,49.3052,1.02,6103,13.804,489.0,91.95286,0.00443,59.738488,18.96223,0.0008342,2.44,1.09,319
352.01,0.172,49.4126,1.02,5714,13.77,613.0,124.81108,0.00327,27.0817339,19.87118,0.0002733,2.52,1.08,320
353.01,0.609,49.5622,1.32,6679,13.374,433.0,109.52924,0.00138,152.1048307,19.68085,0.0005621,9.21,1.18,321
354.01,0.128,49.5401,1.04,5935,13.235,748.0,104.52029,0.00214,15.9599269,19.76124,0.0001058,2.27,1.25,322
355.01,0.061,49.6963,1.21,6197,13.174,1219.0,105.89773,0.00147,4.9033487,19.77111,2.24e-05,2.35,1.1,323
356.01,0.028,49.6372,1.76,5124,13.807,1790.0,103.52512,0.00027,1.8270813,19.84909,2e-06,6.27,1.12,324
360.01,0.067,50.6509,1.08,6104,13.021,1083.0,104.57948,0.01843,5.9417382,19.28099,0.0003872,0.68,1.04,325
361.01,0.043,51.2771,0.99,5723,13.1,1211.0,104.2737,0.00175,3.2475829,19.32538,1.91e-05,1.53,1.05,326
365.01,0.349,49.6235,0.87,5451,11.195,380.0,144.67868,0.00118,81.7374745,19.83246,0.0002894,2.28,0.99,327
366.01,0.379,38.6193,1.52,6207,11.714,548.0,140.71387,0.00034,75.1120189,19.44428,9.96e-05,10.59,1.52,328
367.01,0.194,39.9118,1.09,5569,11.105,581.0,110.20528,0.0002,31.5786803,18.96481,1.83e-05,4.97,1.12,329
368.01,0.581,42.0869,2.08,9034,11.375,754.0,130.36448,0.00015,110.3216051,19.39031,4.97e-05,19.16,1.77,330
369.01,0.065,42.7755,0.96,6153,11.992,1041.0,107.42592,0.00217,5.8852206,18.79438,3.92e-05,1.14,1.03,331
369.02,0.093,42.7755,0.96,6153,11.992,870.0,68.55723,0.0034,10.1046481,18.79438,9.72e-05,1.08,1.03,332
370.01,0.261,44.5291,1.98,6022,11.931,732.0,136.64672,0.00216,42.8825515,19.42585,0.0003058,4.32,1.28,333
370.02,0.172,44.5291,1.98,6022,11.931,902.0,84.53195,0.00512,22.9503589,19.42585,0.0003161,2.65,1.28,334
371.01,1.361,40.8565,2.58,5215,12.193,316.0,177.08027,0.00297,498.3928192,19.97841,0.0041914,84.19,1.33,335
372.01,0.5,41.8668,0.97,5872,12.391,361.0,186.33958,0.00028,125.6306434,19.9415,0.0001122,8.51,1.05,336
373.01,0.487,42.9095,0.91,5714,12.765,344.0,123.9293,0.00389,135.1898147,19.48233,0.0022866,2.52,1.11,337
374.01,0.594,44.874,1.21,5833,12.209,367.0,169.95069,0.0028,172.6909231,19.37502,0.0015123,3.04,1.11,338
375.01,0.729,51.1443,1.52,5757,13.293,300.0,172.22382,0.00095,-600.0,19.41341,,10.44,1.07,339
377.01,0.143,38.4009,1.01,5777,13.803,678.0,115.48733,0.00024,19.2739377,19.03826,1.32e-05,8.28,1.0,340
377.02,0.229,38.4009,1.01,5777,13.803,536.0,108.41224,0.00034,38.9072024,19.03826,3.81e-05,8.21,1.0,341
377.03,0.027,38.4009,1.01,5777,13.803,1560.0,115.08456,0.00107,1.5929716,19.03826,7.9e-06,1.67,1.0,342
379.01,0.072,37.7762,1.51,6203,13.319,1253.0,103.99603,0.00186,6.7172738,19.47045,4e-05,2.58,1.11,343
379.02,0.164,37.7762,1.51,6203,13.319,830.0,85.18232,0.0084,23.1357124,19.47045,0.0005162,1.83,1.11,344
384.01,0.057,38.4583,1.12,5744,13.281,1121.0,107.42869,0.00256,5.0800604,19.60998,4.16e-05,1.71,1.09,345
385.01,0.106,38.5486,0.99,5466,13.435,738.0,107.84576,0.00336,13.1449408,19.48101,0.0001283,2.15,1.04,346
386.01,0.191,38.7102,1.06,5969,13.838,620.0,106.90456,0.00188,31.1585681,19.60738,0.0001772,3.25,1.11,347
386.02,0.348,38.7102,1.06,5969,13.838,460.0,133.67456,0.00409,76.7324224,19.60738,0.0010515,2.94,1.11,348
387.01,0.098,38.8625,0.6,4528,13.577,496.0,115.86325,0.00091,13.8996445,19.14791,3.64e-05,2.18,0.69,349
388.01,0.068,38.9368,1.58,5707,13.644,1214.0,102.5638,0.0023,6.1493618,18.98046,4.21e-05,3.01,0.87,350
392.01,0.204,39.0872,1.19,5684,13.954,607.0,104.32276,0.00676,33.4180012,19.19838,0.0006502,2.27,1.01,351
392.02,0.106,39.0872,1.19,5684,13.954,841.0,71.16695,0.01267,12.6110209,19.19838,0.000433,1.33,1.01,352
393.01,0.158,39.0519,1.06,6084,13.542,694.0,109.24898,0.00425,21.4166446,19.60194,0.00028,2.01,1.05,353
398.01,0.258,46.8588,0.83,5101,15.342,403.0,103.08073,0.00052,51.8469131,19.31908,7.34e-05,8.66,0.94,354
398.02,0.048,46.8588,0.83,5101,15.342,934.0,106.7174,0.00066,4.1800658,19.31908,8.7e-06,3.33,0.94,355
398.03,0.027,46.8588,0.83,5101,15.342,1245.0,66.81706,0.00132,1.7293718,19.31908,9e-06,1.76,0.94,356
401.01,0.184,38.3841,1.47,5264,14.001,657.0,118.44075,0.00095,29.1988993,19.05691,8.28e-05,6.57,1.08,357
401.02,0.571,38.3841,1.47,5264,14.001,373.0,184.2844,0.00324,160.017545,19.05691,0.00251,6.67,1.08,358
403.01,0.142,39.3784,0.9,5565,14.169,618.0,104.13292,0.00099,21.0564782,19.12531,6.05e-05,39.39,1.05,359
408.01,0.072,40.5209,0.87,5631,14.985,864.0,106.07172,0.00087,7.3819839,19.21561,1.9e-05,3.72,1.05,360
408.02,0.103,40.5209,0.87,5631,14.985,723.0,99.7969,0.00189,12.5609222,19.21561,6.75e-05,2.91,1.05,361
408.03,0.188,40.5209,0.87,5631,14.985,535.0,85.99548,0.00368,30.8274284,19.21561,0.0002955,2.7,1.05,362
409.01,0.109,40.692,0.87,5709,14.15,712.0,112.52332,0.00163,13.2492116,19.37109,6.29e-05,2.18,0.95,363
410.01,0.071,40.6961,1.01,5968,14.454,995.0,109.28497,0.00024,7.2168889,19.4832,5.1e-06,39.97,1.1,364
412.01,0.05,40.9905,1.17,5584,14.288,1192.0,103.32524,0.00025,4.1470197,18.88384,3.3e-06,6.72,1.09,365
413.01,0.113,41.0232,0.78,5236,14.769,607.0,109.55895,0.00142,15.2289967,19.47752,6.23e-05,2.75,0.83,366
413.02,0.156,41.0232,0.78,5236,14.769,517.0,79.77429,0.00342,24.6742387,19.47752,0.0002314,2.1,0.83,367
415.01,0.565,41.6064,1.01,5823,14.11,344.0,178.14177,0.00078,166.7882114,19.55374,0.0004092,7.2,1.09,368
416.01,0.126,41.9891,0.7,5083,14.29,529.0,118.84153,0.00093,18.2080096,19.12437,4.78e-05,2.81,0.91,369
416.02,0.36,41.9891,0.7,5083,14.29,313.0,86.78022,0.00253,88.2547155,19.12437,0.0006081,2.71,0.91,370
417.01,0.139,42.3355,0.86,5635,14.847,620.0,109.96626,0.00032,19.1930914,19.74997,1.8e-05,11.65,1.04,371
418.01,0.141,43.7072,0.76,5153,14.479,529.0,105.7962,0.00019,22.4183305,19.79329,1.23e-05,9.45,0.98,372
419.01,0.144,44.1817,0.87,5723,14.519,621.0,122.3896,0.00024,20.1315104,19.05942,1.41e-05,31.1,1.02,373
420.01,0.058,44.3453,0.69,4687,14.247,712.0,107.08473,0.00027,6.0103736,19.07458,5e-06,3.65,0.82,374
421.01,0.05,45.4397,0.87,5181,14.995,955.0,105.81959,9e-05,4.4541913,19.99373,1.2e-06,11.23,1.02,375
422.01,0.692,45.6653,1.03,6002,14.74,333.0,183.63352,0.00071,-480.0,19.35932,0.024,14.0,1.1,376
423.01,0.15,46.0343,1.0,5992,14.327,682.0,135.85777,0.00026,21.0871741,19.79735,1.85e-05,9.42,1.1,377
425.01,0.061,46.8046,0.93,5689,14.694,982.0,102.75258,0.0001,5.4283501,19.86495,1.8e-06,11.77,1.05,378
426.01,0.125,46.9996,1.09,5796,14.733,755.0,105.14888,0.00198,16.301293,19.60153,9.26e-05,3.33,1.1,379
427.01,0.155,47.2611,0.86,5293,14.621,551.0,124.73956,0.00142,24.6147609,18.86819,0.0001082,4.31,0.82,380
427.02,0.225,47.2611,0.86,5293,14.621,458.0,86.732,0.00404,42.950179,18.86819,0.0004597,2.65,0.82,381
428.01,0.073,47.5266,1.01,6127,14.588,1003.0,105.51767,0.00035,6.8731791,19.78758,7.7e-06,6.53,1.09,382
429.01,0.075,47.8638,0.76,5093,14.486,716.0,105.52742,0.00047,8.6001206,19.84668,1.3e-05,3.91,0.96,383
430.01,0.085,48.0543,0.52,4124,14.897,449.0,112.40433,0.00103,12.3764632,19.03234,4.07e-05,2.3,0.57,384
431.01,0.128,48.2571,0.81,5249,14.262,582.0,111.71047,0.00142,18.870214,18.8307,7.66e-05,2.8,1.0,385
431.02,0.234,48.2571,0.81,5249,14.262,431.0,87.308,0.00316,46.9019095,18.8307,0.0004149,2.48,1.0,386
432.01,0.06,48.242,1.0,5830,14.279,1049.0,107.35076,0.00058,5.2634076,19.38318,9.4e-06,3.5,1.08,387
433.01,0.048,48.3325,1.01,5237,14.924,1059.0,104.09137,0.00044,4.0304645,19.90339,6.2e-06,5.6,1.01,388
433.02,0.906,48.3325,1.01,5237,14.924,244.0,132.20288,0.00119,328.2401604,19.90339,0.0016793,12.9,1.01,389
435.01,0.141,49.8965,0.79,5709,14.534,597.0,111.94833,0.00139,20.5496544,19.3187,8.18e-05,3.31,0.89,390
435.02,,49.8965,0.79,5709,14.534,,590.26939,,-526.0,19.3187,,7.67,0.89,391
438.01,0.054,51.0819,0.56,4351,14.258,615.0,107.79514,0.00097,5.9312168,19.23306,1.78e-05,1.74,0.58,392
438.02,0.23,51.0819,0.56,4351,14.258,298.0,116.51701,0.00359,52.661868,19.23306,0.0005769,2.1,0.58,393
439.01,0.029,51.3582,0.81,5267,14.313,1227.0,103.44876,0.00022,1.90221,19.76046,1.7e-06,3.86,0.89,394
440.01,0.114,37.7495,0.76,4980,14.172,568.0,110.93168,0.00178,15.9068114,19.3531,8.18e-05,2.26,0.91,395
440.02,0.052,37.7495,0.76,4980,14.172,841.0,103.88515,0.00108,4.9734555,19.3531,1.68e-05,2.36,0.91,396
442.01,0.111,38.8756,0.9,5750,14.002,723.0,104.6813,0.00307,13.5403686,19.40648,0.0001205,2.3,1.06,397
442.02,0.028,38.8756,0.9,5750,14.002,1440.0,67.53279,0.00219,1.7323388,19.40648,1.45e-05,1.37,1.06,398
443.01,0.119,38.9324,0.76,5614,14.2,626.0,113.04516,0.00201,16.2175044,19.03446,9.51e-05,2.49,1.03,399
444.01,0.101,38.9427,0.91,5732,14.112,759.0,110.31793,0.00236,11.722936,19.36863,8.11e-05,2.19,1.06,400
446.01,0.109,39.7813,0.59,4492,14.427,463.0,107.7535,0.00224,16.7092448,18.93548,0.0001086,1.76,0.72,401
446.02,0.156,39.7813,0.59,4492,14.427,387.0,118.47728,0.00295,28.5514195,18.93548,0.0002493,1.72,0.72,402
448.01,0.073,40.8688,0.48,4264,14.902,481.0,111.4489,0.00133,10.1396136,19.80468,4e-05,1.77,0.65,403
448.02,0.193,40.8688,0.48,4264,14.902,296.0,127.47967,0.00157,43.6089113,19.80468,0.0002403,2.31,0.65,404
452.01,0.046,41.6151,1.02,5935,14.641,1231.0,102.94363,0.00151,3.7059697,19.58056,1.82e-05,2.4,1.09,405
454.01,0.174,42.6527,0.8,5138,14.805,485.0,103.55463,0.00362,29.0077957,18.97719,0.0003052,3.0,0.94,406
456.01,0.106,42.8693,0.83,5644,14.619,697.0,104.48731,0.00132,13.6991382,19.1849,4.98e-05,3.27,1.05,407
456.02,0.049,42.8693,0.83,5644,14.619,1026.0,67.03221,0.00311,4.3094049,19.1849,3.94e-05,1.5,1.05,408
457.01,0.052,43.0838,0.69,4931,14.196,793.0,107.29874,0.00088,4.9213572,19.36777,1.36e-05,1.84,0.77,409
457.02,0.066,43.0838,0.69,4931,14.196,704.0,68.37761,0.00115,7.0642708,19.36777,2.26e-05,2.03,0.77,410
458.01,0.269,43.192,1.13,5593,14.708,507.0,141.07879,0.00144,53.7179829,18.85885,0.0002259,8.03,1.08,411
459.01,0.134,43.724,0.91,5601,14.248,643.0,103.10273,0.00158,19.4463133,19.81859,8.48e-05,3.09,1.06,412
459.02,0.067,43.724,0.91,5601,14.248,910.0,67.12226,0.00504,6.9197234,19.81859,9.48e-05,1.24,1.06,413
460.01,0.129,43.8028,1.08,5387,14.743,686.0,109.07489,0.00124,17.587568,19.77579,6.28e-05,3.99,1.04,414
463.01,0.109,45.0181,0.5,3576,14.708,339.0,118.26787,0.00098,18.4776592,20.01374,5.13e-05,2.51,0.47,415
464.01,0.287,45.1072,0.93,5362,14.361,426.0,129.55428,0.00046,58.3620902,19.58314,8.68e-05,6.73,1.01,416
464.02,0.058,45.1072,0.93,5362,14.361,948.0,128.75873,0.00087,5.3501928,19.58314,1.52e-05,2.63,1.01,417
465.01,1.002,45.1425,1.09,6029,14.188,266.0,137.01347,0.0047,-350.0,19.59523,,4.08,1.1,418
466.01,0.088,45.3326,0.93,5907,14.663,847.0,103.53893,0.00049,9.3910376,19.0768,1.34e-05,7.6,1.0,419
467.01,0.133,46.2738,0.89,5583,14.794,635.0,115.4407,0.00068,18.0092973,19.34131,3.48e-05,5.0,1.04,420
468.01,0.142,46.2898,0.78,4999,14.767,518.0,107.59679,0.0013,22.1843119,19.49642,8.15e-05,3.43,0.93,421
469.01,0.096,46.4215,1.01,6005,14.711,860.0,107.60702,0.0005,10.3290799,19.24252,1.56e-05,5.83,1.07,422
470.01,0.047,46.6264,0.91,5542,14.749,1078.0,104.15118,0.00031,3.7508299,19.78922,4.1e-06,4.58,1.0,423
471.01,0.149,46.9873,0.85,5548,14.415,585.0,104.73499,0.00268,21.3473498,19.66685,0.0001656,2.29,0.96,424
471.02,0.076,46.9873,0.85,5548,14.415,818.0,65.3035,0.00738,7.811011,19.66685,0.000157,1.04,0.96,425
472.01,0.05,47.1967,0.81,5682,15.0,1009.0,106.56288,0.00075,4.2437425,18.90786,1e-05,3.03,1.04,426
473.01,0.104,47.1719,0.81,5379,14.673,664.0,113.62143,0.00196,12.7067842,19.78724,8.04e-05,3.25,0.96,427
474.01,0.1,47.6299,1.03,6143,14.282,870.0,109.71977,0.00191,10.9457232,19.18539,6.17e-05,2.61,1.11,428
474.02,0.191,47.6299,1.03,6143,14.282,630.0,67.78316,0.00365,28.9866117,19.18539,0.000274,2.57,1.11,429
474.03,0.422,47.6299,1.03,6143,14.282,424.0,147.85016,0.00499,94.8829133,19.18539,0.0013101,3.24,1.11,430
475.01,0.071,47.8097,0.71,5056,14.802,707.0,109.699,0.00202,8.1808964,18.71273,4.88e-05,2.04,0.93,431
475.02,0.108,47.8097,0.71,5056,14.802,573.0,104.79081,0.00237,15.3130732,18.71273,0.0001042,2.26,0.93,432
476.01,0.124,47.8145,0.76,4993,14.958,543.0,111.43926,0.00302,18.427869,19.43697,0.0001643,2.14,0.93,433
477.01,0.121,48.3023,0.84,5039,14.687,587.0,102.64857,0.00256,16.5430146,19.84484,0.0001338,2.48,0.94,434
478.01,0.079,48.4012,0.52,3727,14.273,423.0,104.11489,0.00074,11.0234234,19.87371,2.56e-05,2.75,0.55,435
479.01,0.203,48.5526,0.9,5602,14.106,521.0,126.38826,0.00192,34.1889573,18.90048,0.0001945,3.41,1.04,436
480.01,0.049,48.7919,0.85,5324,14.332,980.0,105.30914,0.00077,4.3016712,19.36251,1.06e-05,2.51,0.99,437
481.01,0.07,48.8812,0.69,5227,14.701,726.0,104.9709,0.00109,7.6502621,19.54401,2.5e-05,2.37,0.94,438
481.02,0.024,48.8812,0.69,5227,14.701,1240.0,102.83027,0.00087,1.5540009,19.54401,6e-06,1.54,0.94,439
481.03,0.191,48.8812,0.69,5227,14.701,440.0,116.22414,0.00252,34.2606185,19.54401,0.0002478,2.44,0.94,440
483.01,0.054,49.4187,0.81,5410,14.675,925.0,106.25581,0.00121,4.7986252,19.1034,1.95e-05,2.43,0.97,441
484.01,0.117,50.5813,0.64,5065,14.472,524.0,108.05862,0.00174,17.2052222,19.41474,8.51e-05,2.16,0.88,442
486.01,0.143,51.2373,0.68,5625,14.118,541.0,102.49181,0.00261,22.1833868,19.30141,0.0001628,1.83,0.94,443
487.01,0.071,52.1491,0.85,5463,14.528,834.0,106.03948,0.00205,7.6587739,19.3498,4.68e-05,2.58,1.02,444
488.01,0.079,37.8297,0.74,5488,14.72,742.0,109.44931,0.00302,9.379012,19.13093,8.48e-05,1.88,1.03,445
490.01,0.048,38.3454,0.74,4781,14.023,830.0,105.86821,0.00161,4.3931468,19.51056,2.19e-05,1.72,0.76,446
490.02,,38.3454,0.74,4781,14.023,,353.28619,,-341.0,19.51056,,9.98,0.76,447
490.03,0.068,38.3454,0.74,4781,14.023,698.0,67.07385,0.00266,7.4061049,19.51056,5.33e-05,1.63,0.76,448
490.04,0.14,38.3454,0.74,4781,14.023,486.0,72.05773,0.00746,21.8042832,19.51056,0.0004265,1.4,0.76,449
492.01,0.186,38.6542,1.2,5373,14.424,601.0,127.70506,0.00274,29.9114959,19.67886,0.0002788,3.77,1.06,450
494.01,0.148,39.0738,0.58,4854,14.885,425.0,121.78669,0.00263,25.6959681,19.64746,0.0002213,2.01,0.78,451
496.01,0.026,39.5637,1.01,5237,14.411,1437.0,102.80225,0.00076,1.6168863,19.25033,5.5e-06,2.09,1.02,452
497.01,0.113,39.8251,1.02,6045,14.606,803.0,108.60853,0.00276,13.193257,19.64734,0.0001099,2.74,1.09,453
497.02,0.055,39.8251,1.02,6045,14.606,1151.0,67.56074,0.00516,4.4254115,19.64734,6.93e-05,1.53,1.09,454
499.01,0.087,39.9529,0.88,5362,14.272,751.0,107.53485,0.00251,9.6684636,19.6668,7.48e-05,1.75,1.0,455
500.01,0.065,39.9788,0.65,4613,14.804,642.0,109.47834,0.00106,7.0533844,19.74084,2.36e-05,2.64,0.66,456
500.02,0.079,39.9788,0.65,4613,14.804,583.0,110.47699,0.0012,9.5218234,19.74084,3.45e-05,2.79,0.66,457
500.03,0.037,39.9788,0.65,4613,14.804,851.0,67.02292,0.00215,3.0721821,19.74084,2.17e-05,1.53,0.66,458
500.04,0.049,39.9788,0.65,4613,14.804,740.0,67.59375,0.00216,4.6453196,19.74084,3.03e-05,1.63,0.66,459
500.05,0.017,39.9788,0.65,4613,14.804,1256.0,66.16779,0.00118,0.9867923,19.74084,7.8e-06,1.38,0.66,460
501.01,0.161,40.0759,0.88,5556,14.612,574.0,103.33251,0.0052,24.795128,19.89821,0.0003714,2.22,1.04,461
503.01,0.065,40.5528,0.51,4110,15.0,507.0,105.95345,0.00121,8.2224801,18.89999,2.95e-05,1.95,0.59,462
504.01,0.222,40.6482,0.79,5403,14.56,449.0,132.25639,0.00409,40.60709,19.69552,0.0005358,2.14,0.95,463
505.01,0.107,40.9193,0.91,4985,14.194,641.0,107.81028,0.0017,13.7671376,19.06666,6.82e-05,2.87,0.86,464
505.02,0.063,40.9193,0.91,4985,14.194,835.0,67.70444,0.00335,6.1956563,19.06666,5.69e-05,1.62,0.86,465
506.01,0.027,41.0959,0.97,5777,14.731,1530.0,102.96541,0.00046,1.5831556,19.23392,3.9e-06,3.12,1.06,466
507.01,0.127,41.057,0.83,5117,14.915,577.0,106.49808,0.00137,18.492336,19.83358,7.39e-05,3.25,0.98,467
508.01,0.08,41.6296,1.04,5679,14.387,901.0,102.51728,0.0013,7.930563,18.96808,2.98e-05,3.44,1.08,468
508.02,0.131,41.6296,1.04,5679,14.387,704.0,113.20259,0.00217,16.6658433,18.96808,0.0001071,3.31,1.08,469
509.01,0.049,41.7555,0.81,5437,14.883,974.0,102.71433,0.00138,4.1669656,19.78479,1.86e-05,2.24,1.0,470
509.02,0.096,41.7555,0.81,5437,14.883,696.0,70.38164,0.00196,11.463566,19.78479,6.07e-05,2.68,1.0,471
510.01,0.038,41.8219,0.98,5355,14.532,1200.0,102.90168,0.0015,2.9403271,18.89123,1.5e-05,2.42,0.86,472
510.02,0.064,41.8219,0.98,5355,14.532,925.0,108.47381,0.00218,6.3890164,18.89123,4.1e-05,2.62,0.86,473
510.03,0.112,41.8219,0.98,5355,14.532,699.0,69.23808,0.00482,14.627111,18.89123,0.0001815,2.38,0.86,474
511.01,0.072,41.8841,0.87,5802,14.209,888.0,103.50272,0.00137,8.0057979,19.64311,3.32e-05,2.25,0.78,475
511.02,0.047,41.8841,0.87,5802,14.209,1099.0,66.71786,0.00327,4.2637557,19.64311,4.17e-05,1.26,0.78,476
512.01,0.067,42.3545,1.09,5406,14.825,961.0,105.915,0.00257,6.5100362,18.80742,5.06e-05,2.84,1.05,477
513.01,0.222,42.4136,1.11,6288,14.856,620.0,103.09693,0.00303,35.1811227,19.21537,0.0003275,3.84,1.1,478
517.01,0.038,43.8734,1.14,5510,14.034,1332.0,104.25887,0.0005,2.7523623,19.1019,4.7e-06,3.54,1.07,479
518.01,0.096,43.8321,0.61,4565,14.287,508.0,114.97364,0.00136,13.9817882,19.16261,5.41e-05,2.11,0.84,480
518.02,0.206,43.8321,0.61,4565,14.287,347.0,143.75946,0.00436,44.0003968,19.16261,0.0005699,1.54,0.84,481
519.01,0.103,43.8762,0.93,5807,14.939,771.0,111.33989,0.00294,11.9036171,19.30355,0.0001041,2.43,1.04,482
519.02,0.208,43.8762,0.93,5807,14.939,543.0,67.42311,0.0052,34.0354356,19.30355,0.0004527,2.53,1.04,483
520.01,0.1,43.8533,0.85,5048,14.55,650.0,103.30269,0.00189,12.760082,19.64453,6.87e-05,2.57,0.95,484
520.02,0.057,43.8533,0.85,5048,14.55,861.0,71.37362,0.00361,5.4330434,19.64453,5.52e-05,1.53,0.95,485
520.03,0.159,43.8533,0.85,5048,14.55,516.0,69.46097,0.0028,25.7510083,19.64453,0.0001962,2.93,0.95,486
521.01,0.091,44.0913,1.07,5767,14.633,874.0,105.00214,0.00119,10.1609556,19.38234,3.63e-05,3.63,1.08,487
522.01,0.102,44.1045,0.77,5663,14.406,685.0,102.94396,0.00136,12.8299404,20.07653,4.97e-05,2.94,0.97,488
523.01,0.268,45.0532,1.05,5942,15.0,519.0,131.23156,0.00123,49.412434,19.06981,0.0001795,6.97,1.09,489
523.02,0.22,45.0532,1.05,5942,15.0,572.0,71.92389,0.00497,36.8547836,19.06981,0.0004904,2.86,1.09,490
524.01,0.052,45.2256,0.76,5187,14.868,877.0,105.00431,0.00097,4.5923916,18.90294,1.4e-05,2.32,0.92,491
525.01,0.097,45.4579,1.16,5524,14.539,843.0,106.68335,0.00144,11.5318365,20.06052,4.87e-05,5.14,1.07,492
526.01,0.032,45.5512,0.92,5467,14.427,1290.0,104.04422,0.00043,2.1047142,19.53715,3.5e-06,3.11,0.99,493
528.01,0.084,46.8965,0.96,5448,14.598,815.0,109.68114,0.00154,9.5767149,19.14007,4.38e-05,2.62,1.05,494
528.02,0.391,46.8965,0.96,5448,14.598,378.0,73.19257,0.00418,96.6719872,19.14007,0.0013751,3.27,1.05,495
528.03,0.139,46.8965,0.96,5448,14.598,633.0,78.02801,0.00245,20.5527993,19.14007,0.0001417,3.12,1.05,496
530.01,0.094,47.3991,0.82,5517,14.909,717.0,103.30634,0.00248,10.940266,19.24471,7.9e-05,2.07,0.96,497
531.01,0.038,47.5469,0.5,3946,14.418,631.0,103.87962,0.00017,3.6874687,19.17941,2.2e-06,2.83,0.56,498
532.01,0.052,47.689,0.94,5874,14.708,1104.0,106.69785,0.00133,4.2216437,18.95048,1.79e-05,2.58,1.07,499
533.01,0.119,47.7519,0.87,5198,14.68,621.0,104.6993,0.00307,16.5494324,18.70942,0.0001451,2.62,0.99,500
534.01,0.063,47.762,0.72,5145,14.613,769.0,107.02402,0.0015,6.4001042,19.91092,3.19e-05,2.43,0.89,501
534.02,0.036,47.762,0.72,5145,14.613,1017.0,104.09565,0.00168,2.73589,19.91092,1.75e-05,1.67,0.89,502
535.01,0.064,48.2335,1.0,5782,14.434,1007.0,104.1805,0.00089,5.8529809,19.75904,1.76e-05,3.3,1.07,503
536.01,0.58,48.4318,0.89,5614,14.499,306.0,111.59086,0.0042,162.3394033,19.06827,0.0022306,3.0,1.03,504
537.01,0.039,48.6833,0.92,5889,14.665,1260.0,103.78574,0.00137,2.8202099,19.05271,1.46e-05,2.02,1.0,505
538.01,0.15,48.6512,1.0,5923,14.56,674.0,104.64836,0.00304,21.2171093,19.66343,0.0001855,2.84,1.09,506
541.01,0.108,49.762,0.8,5369,14.748,643.0,113.3473,0.00304,13.6462463,19.26144,0.0001213,2.44,0.96,507
542.01,0.223,49.7746,0.97,5509,14.35,506.0,111.6897,0.00363,41.8857398,19.70476,0.000477,2.44,0.84,508
542.02,0.106,49.7746,0.97,5509,14.35,734.0,68.02863,0.0069,13.8175243,19.70476,0.00025,1.42,0.84,509
543.01,0.049,50.0958,0.73,5166,14.707,880.0,106.43664,0.00126,4.3021628,19.74343,1.73e-05,2.23,0.91,510
543.02,0.039,50.0958,0.73,5166,14.707,987.0,66.55474,0.00272,3.1378515,19.74343,2.68e-05,1.39,0.91,511
546.01,0.154,50.5862,1.05,5989,14.896,690.0,103.18787,0.00328,20.6843766,19.32201,0.0001933,3.12,1.14,512
546.02,0.094,50.5862,1.05,5989,14.896,884.0,64.41913,0.00533,9.8259841,19.32201,0.0001409,2.3,1.14,513
547.01,0.163,50.673,0.79,5086,14.773,495.0,121.06037,0.00134,25.3028683,19.63803,9.83e-05,4.19,0.92,514
548.01,0.155,51.6857,1.05,6154,14.02,708.0,122.70767,0.00255,21.3000302,19.30005,0.0001626,3.11,1.09,515
550.01,0.106,39.2528,0.83,5635,14.07,695.0,111.52434,0.00205,13.023636,19.56467,7.97e-05,2.34,1.02,516
551.01,0.1,39.3159,0.87,5627,14.943,734.0,111.84412,0.00273,11.6370259,19.56872,9.8e-05,2.23,1.02,517
551.02,0.062,39.3159,0.87,5627,14.943,932.0,66.95367,0.00272,5.6880178,19.56872,4.51e-05,1.98,1.02,518
552.01,0.04,40.2292,0.95,6018,14.741,1294.0,104.0984,0.0002,3.05517,19.82655,2.1e-06,9.75,1.1,519
554.01,0.047,40.687,0.92,5835,14.545,1136.0,103.54385,0.00037,3.6584892,19.35674,4.2e-06,7.34,1.05,520
555.01,0.044,40.9348,0.9,5245,14.759,1048.0,105.44943,0.00311,3.7017298,19.54156,3.76e-05,1.4,0.95,521
555.02,0.363,40.9348,0.9,5245,14.759,365.0,114.89659,0.0066,86.4926258,19.54156,0.0013892,2.68,0.95,522
557.01,0.112,41.0694,0.78,5002,14.97,582.0,103.78384,0.0021,15.65558,19.06077,9.27e-05,2.64,0.96,523
558.01,0.08,41.2612,0.76,5281,14.874,718.0,106.09062,0.00174,9.1784753,19.77752,4.67e-05,2.11,0.97,524
559.01,0.046,41.8732,0.68,5187,14.791,881.0,106.70135,0.00511,4.3313457,18.89807,6.82e-05,1.25,0.98,525
